Typhoon Name,Year,Region,Province,City/Municipality,Families,Person,Brgy,Dead,Injured/Ill,Missing,Totally,Partially,Total,Quantity,Cost,Nearest_Station,Station_Province,Distance_km,PAR_START,PAR_END,Duration_in_PAR_Hours,Max_Sustained_Wind_kph,Typhoon_Type,Max_24hr_Rainfall_mm,Total_Storm_Rainfall_mm,Min_Pressure_hPa,Weather_Station_Mapped,Weather_Records_Found,Weather_Days_Covered,cluster,level
AMANG,2023,5,CAMARINES SUR,PASACAO,1871,6924,8,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,63.44414424,4/11/2023,4/13/2023,60.0,55,TD,140.0,154.61,1004.3,1,3,3,2,2
AMANG,2023,5,CAMARINES SUR,PILI,1981,7330,5,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,69.15830429,4/11/2023,4/13/2023,60.0,55,TD,94.5,130.1,1004.2,1,3,3,2,2
AMANG,2023,5,CAMARINES SUR,SAN FERNANDO,2891,10635,13,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,68.89951535,4/11/2023,4/13/2023,60.0,55,TD,140.0,154.61,1004.3,1,3,3,2,2
AMBO,2020,5,CAMARINES SUR,BAAO,686,2945,12,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,55.02861822,5/10/2020,5/17/2020,198.0,155,TY,117.4,181.21,1001.8,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,BALATAN,639,2932,11,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,57.23338293,5/10/2020,5/17/2020,198.0,155,TY,117.4,181.21,1001.8,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,BATO,1891,8174,25,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,49.6498711,5/10/2020,5/17/2020,198.0,155,TY,117.4,181.21,1001.8,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,BOMBON,145,579,6,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,55.76191631,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,BUHI,405,1622,5,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,40.57769578,5/10/2020,5/17/2020,198.0,155,TY,117.4,181.21,1001.8,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,BULA,474,1962,16,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,61.95097598,5/10/2020,5/17/2020,198.0,155,TY,117.4,181.21,1001.8,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,CABUSAO,639,2380,9,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,43.95103403,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,CALABANGA,778,3127,26,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,57.23822744,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,CAMALIGAN,126,525,13,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,59.58735431,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,CANAMAN,793,2723,25,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,56.51718527,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,CARAMOAN,259,934,7,0,0,0,0,0,0,0,0.0,VIRAC,CATANDUANES,34.30182357,5/10/2020,5/17/2020,198.0,155,TY,162.1,206.0,1005.6,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,DEL GALLEGO,180,775,7,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,32.4472955,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,GARCHITORENA,405,1574,8,0,0,0,0,0,0,0,0.0,VIRAC,CATANDUANES,63.59731153,5/10/2020,5/17/2020,198.0,155,TY,162.1,206.0,1005.6,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,GOA,624,2088,21,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,67.01694427,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,IRIGA CITY,1636,5034,13,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,47.18655354,5/10/2020,5/17/2020,198.0,155,TY,117.4,181.21,1001.8,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,LAGONOY,103,416,4,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,67.82512985,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,LIBMANAN,1534,5752,41,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,50.55338371,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,LUPI,309,1039,22,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,30.96958136,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,MAGARAO,109,498,6,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,54.74940372,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,MILAOR,42,154,3,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,63.45051821,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,MINALABAC,129,552,5,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,71.67508685,5/10/2020,5/17/2020,198.0,155,TY,117.4,181.21,1001.8,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,NABUA,47,221,6,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,51.17322659,5/10/2020,5/17/2020,198.0,155,TY,117.4,181.21,1001.8,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,OCAMPO,507,2327,14,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,61.99882741,5/10/2020,5/17/2020,198.0,155,TY,117.4,181.21,1001.8,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,PAMPLONA,314,1214,14,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,60.05243656,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,PASACAO,1431,5042,12,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,63.44414424,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,PILI,3153,12673,26,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,69.15830429,5/10/2020,5/17/2020,198.0,155,TY,117.4,181.21,1001.8,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,PRESENTACION,1188,4272,13,0,0,0,0,0,0,0,0.0,VIRAC,CATANDUANES,58.00384448,5/10/2020,5/17/2020,198.0,155,TY,162.1,206.0,1005.6,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,RAGAY,424,1801,27,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,43.39706628,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,SAN FERNANDO,42,175,6,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,68.89951535,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,SAN JOSE,354,1391,19,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,64.96142092,5/10/2020,5/17/2020,198.0,155,TY,117.4,181.21,1001.8,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,SIPOCOT,417,1647,28,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,35.79568644,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,SIRUMA,83,282,2,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,34.34045515,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,TIGAON,618,2400,22,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,61.15181108,5/10/2020,5/17/2020,198.0,155,TY,117.4,181.21,1001.8,1,8,8,2,2
AMBO,2020,5,CAMARINES SUR,TINAMBAC,520,2204,6,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,44.1440483,5/10/2020,5/17/2020,198.0,155,TY,75.8,133.42,1004.7,1,8,8,2,2
DANTE,2021,5,CAMARINES SUR,BAAO,0,0,0,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,55.02861822,5/30/2021,6/5/2021,154.0,75,TS,50.0,61.4,1003.5,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,BALATAN,0,0,0,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,57.23338293,5/30/2021,6/5/2021,154.0,75,TS,50.0,61.4,1003.5,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,BATO,0,0,0,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,49.6498711,5/30/2021,6/5/2021,154.0,75,TS,50.0,61.4,1003.5,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,BOMBON,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,55.76191631,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,BUHI,0,0,0,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,40.57769578,5/30/2021,6/5/2021,154.0,75,TS,50.0,61.4,1003.5,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,BULA,0,0,0,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,61.95097598,5/30/2021,6/5/2021,154.0,75,TS,50.0,61.4,1003.5,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,CABUSAO,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,43.95103403,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,CALABANGA,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,57.23822744,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,CAMALIGAN,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,59.58735431,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,CANAMAN,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,56.51718527,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,CARAMOAN,0,0,0,0,0,0,0,0,0,0,0.0,VIRAC,CATANDUANES,34.30182357,5/30/2021,6/5/2021,154.0,75,TS,17.0,31.4,1005.3,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,DEL GALLEGO,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,32.4472955,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,GAINZA,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,60.22391053,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,GARCHITORENA,0,0,0,0,0,0,0,0,0,0,0.0,VIRAC,CATANDUANES,63.59731153,5/30/2021,6/5/2021,154.0,75,TS,17.0,31.4,1005.3,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,GOA,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,67.01694427,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,IRIGA CITY,0,0,0,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,47.18655354,5/30/2021,6/5/2021,154.0,75,TS,50.0,61.4,1003.5,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,LAGONOY,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,67.82512985,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,LIBMANAN,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,50.55338371,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,LUPI,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,30.96958136,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,MAGARAO,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,54.74940372,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,MILAOR,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,63.45051821,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,MINALABAC,0,0,0,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,71.67508685,5/30/2021,6/5/2021,154.0,75,TS,50.0,61.4,1003.5,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,NABUA,0,0,0,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,51.17322659,5/30/2021,6/5/2021,154.0,75,TS,50.0,61.4,1003.5,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,NAGA CITY,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,62.61852112,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,OCAMPO,0,0,0,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,61.99882741,5/30/2021,6/5/2021,154.0,75,TS,50.0,61.4,1003.5,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,PAMPLONA,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,60.05243656,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,PASACAO,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,63.44414424,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,PILI,0,0,0,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,69.15830429,5/30/2021,6/5/2021,154.0,75,TS,50.0,61.4,1003.5,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,PRESENTACION,0,0,0,0,0,0,0,0,0,0,0.0,VIRAC,CATANDUANES,58.00384448,5/30/2021,6/5/2021,154.0,75,TS,17.0,31.4,1005.3,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,RAGAY,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,43.39706628,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,SAN FERNANDO,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,68.89951535,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,SAN JOSE,0,0,0,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,64.96142092,5/30/2021,6/5/2021,154.0,75,TS,50.0,61.4,1003.5,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,SIPOCOT,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,35.79568644,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,SIRUMA,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,34.34045515,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,TIGAON,0,0,0,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,61.15181108,5/30/2021,6/5/2021,154.0,75,TS,50.0,61.4,1003.5,1,7,7,2,2
DANTE,2021,5,CAMARINES SUR,TINAMBAC,0,0,0,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,44.1440483,5/30/2021,6/5/2021,154.0,75,TS,22.1,23.1,1004.7,1,7,7,2,2
FLORITA,2022,5,CAMARINES SUR,BATO,0,0,0,1,1,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,49.6498711,8/21/2022,8/24/2022,74.0,110,STS,69.4,123.3,1003.9,1,4,4,2,2
JOLINA,2021,5,CAMARINES SUR,BAAO,67,251,1,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,55.02861822,9/6/2021,9/9/2021,103.0,120,TY,49.3,108.0,1004.5,1,4,4,2,2
JOLINA,2021,5,CAMARINES SUR,DEL GALLEGO,36,160,2,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,32.4472955,9/6/2021,9/9/2021,103.0,120,TY,50.6,95.61,1004.4,1,4,4,2,2
JOLINA,2021,5,CAMARINES SUR,MAGARAO,1,5,1,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,54.74940372,9/6/2021,9/9/2021,103.0,120,TY,50.6,95.61,1004.4,1,4,4,2,2
JOLINA,2021,5,CAMARINES SUR,PASACAO,270,1003,5,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,63.44414424,9/6/2021,9/9/2021,103.0,120,TY,50.6,95.61,1004.4,1,4,4,2,2
KARDING,2022,5,CAMARINES SUR,CABUSAO,9,27,1,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,43.95103403,9/22/2022,9/26/2022,114.0,195,STY,72.3,98.8,999.5,1,5,5,2,2
KARDING,2022,5,CAMARINES SUR,CALABANGA,21,69,1,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,57.23822744,9/22/2022,9/26/2022,114.0,195,STY,72.3,98.8,999.5,1,5,5,2,2
KARDING,2022,5,CAMARINES SUR,GOA,5,25,1,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,67.01694427,9/22/2022,9/26/2022,114.0,195,STY,72.3,98.8,999.5,1,5,5,2,2
KARDING,2022,5,CAMARINES SUR,LIBMANAN,1,5,1,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,50.55338371,9/22/2022,9/26/2022,114.0,195,STY,72.3,98.8,999.5,1,5,5,2,2
KARDING,2022,5,CAMARINES SUR,LUPI,13,52,1,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,30.96958136,9/22/2022,9/26/2022,114.0,195,STY,72.3,98.8,999.5,1,5,5,2,2
KARDING,2022,5,CAMARINES SUR,MAGARAO,2,8,1,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,54.74940372,9/22/2022,9/26/2022,114.0,195,STY,72.3,98.8,999.5,1,5,5,2,2
KARDING,2022,5,CAMARINES SUR,TINAMBAC,22,71,2,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,44.1440483,9/22/2022,9/26/2022,114.0,195,STY,72.3,98.8,999.5,1,5,5,2,2
OFEL,2020,5,CAMARINES SUR,BUHI,32,143,2,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,40.57769578,10/13/2020,10/16/2020,61.0,45,TD,126.9,215.0,1004.1,1,4,4,2,2
OFEL,2020,5,CAMARINES SUR,DEL GALLEGO,6,48,1,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,32.4472955,10/13/2020,10/16/2020,61.0,45,TD,97.4,193.4,1003.5,1,4,4,2,2
OFEL,2020,5,CAMARINES SUR,LUPI,29,130,1,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,30.96958136,10/13/2020,10/16/2020,61.0,45,TD,97.4,193.4,1003.5,1,4,4,2,2
OFEL,2020,5,CAMARINES SUR,RAGAY,15,76,2,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,43.39706628,10/13/2020,10/16/2020,61.0,45,TD,97.4,193.4,1003.5,1,4,4,2,2
OFEL,2020,5,CAMARINES SUR,SIRUMA,2,10,1,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,34.34045515,10/13/2020,10/16/2020,61.0,45,TD,97.4,193.4,1003.5,1,4,4,2,2
PAENG,2022,5,CAMARINES SUR,BAAO,2070,8500,28,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,55.02861822,10/26/2022,10/31/2022,124.7,110,STS,108.8,202.6,988.7,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,BALATAN,280,1334,5,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,57.23338293,10/26/2022,10/31/2022,124.7,110,STS,108.8,202.6,988.7,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,BATO,280,1169,13,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,49.6498711,10/26/2022,10/31/2022,124.7,110,STS,108.8,202.6,988.7,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,BOMBON,258,784,7,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,55.76191631,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,BUHI,845,3243,13,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,40.57769578,10/26/2022,10/31/2022,124.7,110,STS,108.8,202.6,988.7,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,BULA,631,2220,22,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,61.95097598,10/26/2022,10/31/2022,124.7,110,STS,108.8,202.6,988.7,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,CABUSAO,647,2164,7,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,43.95103403,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,CALABANGA,1684,6155,34,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,57.23822744,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,CAMALIGAN,1226,5033,13,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,59.58735431,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,CANAMAN,975,2682,23,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,56.51718527,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,CARAMOAN,1870,7545,38,0,0,0,0,0,0,0,0.0,VIRAC,CATANDUANES,34.30182357,10/26/2022,10/31/2022,124.7,110,STS,95.8,175.8,984.2,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,DEL GALLEGO,1240,4411,10,0,0,0,0,9,9,0,0.0,DAET,CAMARINES NORTE,32.4472955,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,GAINZA,420,1692,8,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,60.22391053,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,GARCHITORENA,619,2747,14,0,0,0,0,0,0,0,0.0,VIRAC,CATANDUANES,63.59731153,10/26/2022,10/31/2022,124.7,110,STS,95.8,175.8,984.2,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,GOA,684,2827,32,0,0,0,1,1,2,0,0.0,DAET,CAMARINES NORTE,67.01694427,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,IRIGA CITY,2186,8910,33,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,47.18655354,10/26/2022,10/31/2022,124.7,110,STS,108.8,202.6,988.7,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,LAGONOY,597,2307,21,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,67.82512985,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,LIBMANAN,2792,11356,41,0,0,0,1,5,6,0,0.0,DAET,CAMARINES NORTE,50.55338371,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,LUPI,980,3562,37,0,0,0,4,17,21,0,0.0,DAET,CAMARINES NORTE,30.96958136,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,MAGARAO,439,1724,14,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,54.74940372,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,MILAOR,206,834,12,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,63.45051821,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,MINALABAC,1621,6540,21,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,71.67508685,10/26/2022,10/31/2022,124.7,110,STS,108.8,202.6,988.7,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,NABUA,412,1716,24,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,51.17322659,10/26/2022,10/31/2022,124.7,110,STS,108.8,202.6,988.7,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,OCAMPO,498,2017,16,0,0,0,0,0,0,0,0.0,LEGAZPI CITY,ALBAY,61.99882741,10/26/2022,10/31/2022,124.7,110,STS,108.8,202.6,988.7,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,PAMPLONA,528,2285,17,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,60.05243656,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
PAENG,2022,5,CAMARINES SUR,PASACAO,542,2258,7,0,0,0,0,0,0,0,0.0,DAET,CAMARINES NORTE,63.44414424,10/26/2022,10/31/2022,124.7,110,STS,105.6,267.0,989.5,1,6,6,2,2
