region_,person_sum,dead_sum,injured_ill_sum,missing_sum,totally_sum,partially_sum,cost_sum,has_food_sum,has_cash_sum,has_hygiene_health_sum,has_sleeping_essentials_sum,has_shelter_support_sum,num_typhoons,recurrence_rate,cost_per_family
CARAGA,-0.6380423221796622,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.31684073902965165,-0.3540392039983777,-0.621687135581544,-0.6412931469563138,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.246906294233223,-1.2457338340220006,-0.11652655008023129
2,0.6340987538089461,-0.05421909714543442,-0.31825546342515176,0.01970872876488534,-0.18354929318647556,0.24903636055770204,1.7534788601413989,4.233981975885056,0.9605513836838089,6.492796579461036,4.477158367210152,6.320679142502557,1.776040649350271,1.693975179184372,-0.07504358599545044
5,0.21077596730427964,-0.28932845644864547,-0.1746742262174874,-0.36658235502686776,-0.19221635277593835,-0.11090286449306003,0.058446801997453265,0.5701388532648751,-0.17969938402698443,-0.5567041383160233,-0.3526898060168988,-0.41483292236230374,1.0784375085233107,0.8540583182682656,-0.11825436940003961
5,3.1630727443405475,-0.3363503283092877,-0.3661158758277066,-0.36658235502686776,0.48715649465169064,0.5231149939286991,1.3527960375049577,1.6633823656596067,0.26373147008276854,-0.2502041071083251,0.25104121563648263,0.30682908458750274,1.0784375085233107,0.8540583182682656,-0.1384758595544924
10,-0.6672366063873796,-0.3363503283092877,-0.350162405026855,-0.36658235502686776,-0.3174638609609202,-0.35361182424885174,-0.6475061818051766,-0.6117460249996994,-0.36974117864545,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-0.5493031534062629,-0.7977781748667438,-0.11027826140862125
6,0.5348808675481879,0.698130852624841,-0.3661158758277066,0.01970872876488534,-0.2808129619126691,-0.2550438080165149,0.5650423491387752,0.7769687069611757,2.100802151394602,0.5160459709109204,0.5529067264631734,1.028491091537309,-0.31676877313060947,-0.8257754035639476,-0.11425904898126318
5,-0.008783594984066676,0.08684651843649221,-0.04704645981067462,0.01970872876488534,0.9203961792282358,0.418022313520266,-0.19043333654476144,-0.3162748054335558,-0.30639391377262815,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,0.3808343676963506,0.014141457352158777,-0.13273917857599868
4A,0.8461383187032092,-0.3363503283092877,-0.3661158758277066,-0.36658235502686776,-0.2897632587436176,-0.3149054649334508,0.7159851603769815,-0.6117460249996994,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,0.8459031282476573,0.5740860312962299,-0.11637327814220862
7,1.7668498228519802,2.3438963677473184,5.409040554080572,3.8826195666824157,6.907464989753218,7.919933024882619,0.599943249923382,1.1019870484839338,-0.30639391377262815,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,0.26456717755852394,-0.12584468613385882,-0.14810566082516324
12,-0.20701352126852754,-0.3363503283092877,-0.3661158758277066,-0.36658235502686776,-0.30936327585442885,-0.34577652884087584,-0.36760222533515563,-0.3753690493467845,-0.30639391377262815,-0.2502041071083251,-0.20175705060355348,0.06627508227090059,0.14829998742069725,0.21012205823258365,-0.13004166136669187
BARMM,-0.22392501716607008,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3184835150302688,-0.3544523377562528,-0.6629434105152955,-0.6708402689129281,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.4794406745088764,-1.8056784079660717,-0.17295753431916286
1,0.20287827039266346,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3171806237194345,-0.3482268394048247,0.20209348258892007,-0.6117460249996994,-0.43308844351827186,-0.4034541227121742,-0.5036225614302442,-0.41483292236230374,0.613368747972004,0.8820555469654691,-0.11118619950092984
11,-0.6811831610722876,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3182569252370802,-0.3541246799482829,-0.6629434105152955,-0.7003873908695425,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-0.5493031534062629,-0.3358239013628854,-0.17295753431916286
11,-0.6659382642958597,-0.19528471272736106,-0.350162405026855,0.01970872876488534,-0.31831357268537736,-0.3543668618063476,-0.6610303454952319,-0.7003873908695425,-0.36974117864545,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.3631734843710497,-1.973661780149293,-0.1668274477203259
11,-0.616727794156478,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.31485807833925167,-0.3469731921395485,-0.5939523119433406,-0.6708402689129281,-0.30639391377262815,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.0143719139575695,-1.175740762278992,-0.11387417023263059
11,-0.6826278617268516,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.31814363034048593,-0.3543811077979985,-0.6629434105152955,-0.7003873908695425,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.0143719139575695,-0.6857892600779296,-0.17295753431916286
11,-0.6519983193525085,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3081170319918917,-0.3390381747900166,-0.6456682079741399,-0.6412931469563138,-0.43308844351827186,-0.4034541227121742,-0.3526898060168988,-0.41483292236230374,-0.08423439285495612,0.504092959553221,-0.1349766665339867
11,-0.5342948744548888,-0.3363503283092877,-0.3661158758277066,-0.36658235502686776,-0.3091366860612403,-0.3451354592165869,-0.5697179984446594,-0.5821989030430851,-0.43308844351827186,-0.5567041383160233,-0.3526898060168988,-0.41483292236230374,0.03203279728287056,0.7140721747822476,-0.13099598455245015
13,-0.4941614679706202,-0.24230658458800328,1.5802075618761884,-0.36658235502686776,0.6091184508354383,-0.15062068921567243,0.7967727762487208,-0.6708402689129281,-0.053004854281340726,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-0.31676877313060947,-0.4618114305003013,0.28477427277002504
8,0.5417710509967846,-0.05421909714543442,2.8405317551434646,0.01970872876488534,-0.1355122570304988,-0.0405134197461347,-0.06309670130801617,0.21557338978550275,-0.11635211915416258,-0.4034541227121742,-0.20175705060355348,0.30682908458750274,-0.31676877313060947,-0.4618114305003013,-0.14376148085201682
6,-0.5161955135747048,-0.28932845644864547,-0.3661158758277066,-0.36658235502686776,-0.2742985053584977,-0.16942539819481459,-0.5439731907062861,-0.16853919565048397,0.26373147008276854,-0.2502041071083251,-0.20175705060355348,-0.41483292236230374,0.7296359381098306,1.0500389191486905,-0.13136936945069386
CAR,-0.6705773586199595,-0.28932845644864547,-0.2544415802217454,-0.36658235502686776,-0.3168973864779488,-0.3516316314093815,-0.6373603523075759,0.06783778000243094,1.0238986485566306,2.0485461269494114,0.5529067264631734,-0.41483292236230374,0.03203279728287056,-0.40581697310589443,-0.05827835379915769
1,-0.16573096400216464,-0.10124096900607664,-0.3342089342260034,0.01970872876488534,-0.28574128991452047,-0.13674509334772963,-0.3831471375320769,0.5405917313082608,-0.17969938402698443,0.05629592409937313,-0.20175705060355348,-0.41483292236230374,1.1947046986611374,0.9940444617542828,-0.13896953553970756
1,0.08103901577805678,0.5570652370429143,-0.3661158758277066,1.1785819801401445,-0.16213655773015573,0.0472418888231954,0.3247684051324284,0.008743536089202216,-0.43308844351827186,0.3627959553070713,0.10010846022313726,-0.17427892004570156,0.9621703183854841,1.3860056635151325,-0.09743819781765606
6,2.0129663824668698,0.4159996214609877,-0.3661158758277066,-0.36658235502686776,-0.02941158636995105,1.1193382365007127,1.8612355481927958,5.356772610236401,6.155027103255201,1.7420460957417132,4.779023878036844,0.30682908458750274,1.310971888798964,1.1340306052403009,-0.11568504544256746
2,-0.08322722564103796,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.2951447663318461,-0.2322359753834796,0.3596849489025455,2.3725132926183514,-0.17969938402698443,1.8952961113455624,3.722494590143426,4.155693121653138,1.310971888798964,1.8899557800647968,-0.07224168081928709
9,-0.6824201269922084,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3172939186160288,-0.3541959099065372,-0.6622880105568193,-0.6708402689129281,-0.43308844351827186,-0.4034541227121742,-0.3526898060168988,-0.41483292236230374,-0.8981047238197429,-0.9657615470499652,0.009682555844260287
CAR,-0.6563749125119228,-0.28932845644864547,-0.3023019926243002,-0.36658235502686776,-0.31763380330581165,-0.3459474807406862,-0.5897513794134386,-0.1389920736938696,0.5804677944468778,0.3627959553070713,0.401973971049828,-0.41483292236230374,0.8459031282476573,0.5740860312962299,0.0166882039947904
1,0.3440198588507969,-0.24230658458800328,-0.350162405026855,1.5648730639318977,-0.10662205839895617,0.4001863319733826,1.4181348932525555,0.39285612152518895,-0.11635211915416258,0.8225460021186186,0.25104121563648263,0.30682908458750274,1.0784375085233107,1.553989035698354,-0.06554588359368504
4A,0.9326843861507335,-0.28932845644864547,-0.350162405026855,-0.36658235502686776,-0.21198631223164105,-0.0656575950099119,0.3291256492063908,-0.6412931469563138,0.01034241059148113,0.5160459709109204,-0.5036225614302442,-0.41483292236230374,0.4971015578341773,0.15412760083817675,-0.1316441456003859
10,-0.6550472987077941,-0.3833722001699299,-0.350162405026855,-0.36658235502686776,-0.31162917378631455,-0.3374568697167705,-0.6284616903068413,-0.4640104152166276,-0.43308844351827186,-0.4034541227121742,0.7038394818765187,1.5095990961705135,-0.31676877313060947,-0.4618114305003013,-0.07759852413978502
BARMM,-0.5762091341643257,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3120823533726917,-0.35113302170160116,-0.6629434105152955,-0.7003873908695425,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-0.7818375336819162,-1.1337449192331865,-0.17295753431916286
8,0.38812477576192556,6.905017938229613,-0.01513951820897143,0.01970872876488534,0.674263016377152,0.7555098557292643,0.10680581352257,0.1860262678288884,0.26373147008276854,0.9757960177224677,0.7038394818765187,0.787937089220707,-0.4330359632684362,-0.12584468613385882,-0.12969935771522334
BARMM,0.6280385650501282,2.6730494707718138,2.2502533355119554,4.655201734265922,-0.25821063004210926,-0.3375423456666757,-0.6629434105152955,-0.1389920736938696,-0.43308844351827186,0.5160459709109204,0.25104121563648263,1.2690450938539113,-0.5493031534062629,-0.7977781748667438,-0.17295753431916286
BARMM,-0.5767341364936966,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3184835150302688,-0.3543811077979985,-0.6629434105152955,-0.7003873908695425,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.5957078646467031,-0.9657615470499652,-0.17295753431916286
BARMM,-0.3162602739685822,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3184835150302688,-0.3544523377562528,-0.6629434105152955,-0.7003873908695425,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.5957078646467031,-0.9657615470499652,-0.17295753431916286
4B,-0.43556894181571737,-0.05421909714543442,-0.14276728461578422,0.01970872876488534,-0.2647817340445778,-0.09820968593213907,-0.4103769763577812,-0.19808631760709833,-0.43308844351827186,0.6692959865147695,0.7038394818765187,0.06627508227090059,0.03203279728287056,-0.40581697310589443,-0.11309565478163902
5,-0.35428517289622247,-0.24230658458800328,-0.3661158758277066,-0.36658235502686776,-0.274411800255092,-0.2500292189554103,-0.5168558480456676,-0.43446329326001326,-0.11635211915416258,-0.4034541227121742,-0.3526898060168988,-0.41483292236230374,0.613368747972004,0.29411374432419435,-0.14607193609682045
10,-0.6760351166483121,-0.3363503283092877,-0.350162405026855,-0.36658235502686776,-0.3179736879955945,-0.3537827761486621,-0.6589837863776143,-0.6708402689129281,-0.43308844351827186,-0.4034541227121742,-0.3526898060168988,-0.41483292236230374,-0.7818375336819162,-0.7557823318209387,-0.13948653881238537
10,-0.5394278108981629,-0.14826284086671884,0.032720894193583365,-0.36658235502686776,-0.28891354701916044,-0.2893766478951002,-0.5678406765568104,-0.49355753717324197,-0.43308844351827186,0.05629592409937313,-0.3526898060168988,0.787937089220707,0.14829998742069725,0.21012205823258365,-0.1359664707547082
11,-0.6816448987324718,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3184835150302688,-0.3544523377562528,-0.6629434105152955,-0.7003873908695425,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.5957078646467031,-0.9657615470499652,-0.17295753431916286
9,-0.6781502339464972,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3184835150302688,-0.3544523377562528,-0.6629434105152955,-0.7003873908695425,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.7119750547845298,-1.8056784079660717,-0.17295753431916286
CAR,-0.6592973625288348,-0.28932845644864547,-0.2384881094208938,-0.36658235502686776,-0.31774709820240593,-0.3483550533296825,-0.639064957242872,0.09738490195904531,0.01034241059148113,0.6692959865147695,0.401973971049828,-0.17427892004570156,1.5435062690746175,1.414002892212336,-0.11061336791550437
5,-0.3746110724322638,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.31162917378631455,-0.29960526990042147,-0.14349710954949804,-0.6117460249996994,-0.2430466488998063,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-0.5493031534062629,-0.3358239013628854,-0.06548162439139646
NCR,1.8957492256980737,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.31735056606432593,-0.3544523377562528,3.7568923476649174,0.4224032434818033,-0.30639391377262815,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,0.7296359381098306,0.43409988781021197,-0.06522527674005713
6,1.9644820396499452,2.108787008444107,2.3938345727196197,2.3374552315154036,2.4313535676579154,3.7077067055380755,1.9836541537767165,2.815720121967567,3.177705654232574,2.814796204968657,2.967830813076699,-0.17427892004570156,1.1947046986611374,0.9940444617542828,-0.11119151069967052
6,-0.6821991727744515,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3184835150302688,-0.3544523377562528,-0.6593598589883961,-0.7003873908695425,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.4794406745088764,-0.12584468613385882,9.813313680892607
7,-0.17784567602703738,2.720071342632456,1.0856499670497888,1.9511641477236508,1.0643939927995718,1.2004549129607396,0.09794827891598477,0.09738490195904531,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-0.4330359632684362,-0.6297948026835227,-0.09155756016071048
8,0.46817252301029355,-0.3363503283092877,0.8144409634353117,-0.36658235502686776,-0.018648571193493987,0.2606610897448081,-0.08353315187894353,0.3337618776119602,-0.30639391377262815,0.20954593970322224,0.5529067264631734,1.5095990961705135,-0.5493031534062629,-0.7977781748667438,-0.14148346661691708
3,0.656254607507435,-0.3833722001699299,0.04867436499443496,-0.36658235502686776,-0.3161043222017888,-0.35107603773499774,0.11029033275102056,-0.07989782978064087,-0.43308844351827186,-0.2502041071083251,-0.3526898060168988,-0.41483292236230374,0.26456717755852394,-0.12584468613385882,-0.13872960543692986
2,-0.6272788301787638,-0.28932845644864547,-0.350162405026855,0.01970872876488534,-0.28653435419068046,-0.2813419086040122,-0.5320688935656918,0.30421475565534584,-0.30639391377262815,-0.5567041383160233,-0.050824295190208105,-0.17427892004570156,1.1947046986611374,0.9940444617542828,-0.03991731622655692
4B,-0.1920830593404459,-0.19528471272736106,-0.3661158758277066,0.7922908963483914,-0.2134024984390696,-0.27057193891595804,-0.10734718800088583,0.6292330971781038,-0.36974117864545,0.20954593970322224,0.25104121563648263,-0.17427892004570156,1.1947046986611374,0.9940444617542828,-0.09467930419708874
3,-0.6793994751007378,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3184835150302688,-0.3544523377562528,-0.6629434105152955,-0.7003873908695425,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.4794406745088764,-2.0156576231950982,-0.17295753431916286
4B,-0.05421990269449935,-0.28932845644864547,-0.3023019926243002,-0.36658235502686776,-0.10945443081381329,0.16578278535004537,0.09932134723065647,0.7474215850045614,-0.11635211915416258,0.6692959865147695,0.401973971049828,1.5095990961705135,0.9621703183854841,0.7140721747822476,-0.09002845650698926
4B,-0.022509195451217892,0.9802620837886943,-0.31825546342515176,1.1785819801401445,0.5686155253029814,0.7182708335539025,4.9143774771130735,0.9837985606574763,0.07368967546430298,0.6692959865147695,0.8547722372898641,1.7501530984871156,1.1947046986611374,0.9940444617542828,0.3081960017334879
3,3.3529857272489307,-0.28932845644864547,-0.350162405026855,-0.36658235502686776,-0.3153112579256288,-0.35270008078319637,0.041785899700503046,0.09738490195904531,-0.30639391377262815,0.3627959553070713,-0.3526898060168988,-0.41483292236230374,1.5435062690746175,1.414002892212336,-0.1632892905814106
1,2.1327953313994064,-0.10124096900607664,-0.3661158758277066,-0.36658235502686776,0.0665491910454082,0.5109489170588601,2.151830378764664,0.8360629508744044,-0.2430466488998063,0.6692959865147695,0.8547722372898641,-0.41483292236230374,1.0784375085233107,1.553989035698354,-0.11190925195719015
4A,0.6328891711040464,-0.14826284086671884,-0.31825546342515176,-0.36658235502686776,-0.18100015801310415,0.1064054921492389,0.14569181502838374,-0.43446329326001326,0.26373147008276854,-0.2502041071083251,-0.5036225614302442,-0.41483292236230374,0.26456717755852394,-0.12584468613385882,-0.13644911857037756
2,-0.4108617278762926,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3174072135126231,-0.34863997316269973,-0.07235603469498628,0.03829065804581658,-0.43308844351827186,-0.09695409150447597,0.25104121563648263,0.787937089220707,0.03203279728287056,0.0421386860493626,-0.03675251978831995
4A,-0.005700622672203116,-0.05421909714543442,-0.3661158758277066,-0.36658235502686776,-0.2958245357114118,-0.3397789663558616,0.636237478941828,-0.43446329326001326,-0.2430466488998063,1.1290460333263168,-0.5036225614302442,-0.41483292236230374,0.7296359381098306,0.43409988781021197,-0.046998375884752155
4B,-0.6199892294903759,-0.10124096900607664,-0.3661158758277066,-0.36658235502686776,-0.31536790537392595,-0.3368870300507359,-0.5845078474702943,0.09738490195904531,-0.43308844351827186,-0.09695409150447597,-0.3526898060168988,-0.17427892004570156,0.7296359381098306,0.43409988781021197,-0.09452112592670735
8,-0.13902194261981465,-0.3833722001699299,-0.1587207554166358,-0.36658235502686776,-0.3043783004042803,-0.28151286050382257,-0.2715017591777856,0.03829065804581658,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-0.31676877313060947,-0.4618114305003013,-0.1273943098036701
12,-0.6485187625472353,-0.3833722001699299,-0.2544415802217454,-0.36658235502686776,-0.30975980799250885,-0.3417306672120301,-0.6044828063765376,-0.6708402689129281,-0.053004854281340726,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-0.31676877313060947,0.08413452909516778,-0.05670255859472618
7,-0.6669165060462703,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3095332181993203,-0.2901174394609452,-0.6627154310941011,-0.49355753717324197,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.0143719139575695,-1.175740762278992,-0.17215990782729979
5,0.280164089919071,-0.24230658458800328,-0.2384881094208938,-0.36658235502686776,-0.2340788170675266,0.018564707630003605,-0.06597949781882267,0.39285612152518895,-0.36974117864545,-0.09695409150447597,-0.3526898060168988,-0.17427892004570156,0.8459031282476573,0.5740860312962299,-0.13418614905379014
12,-0.6611320379352515,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.31712397627113736,-0.3498508824530233,-0.6542944412237331,-0.6412931469563138,-0.36974117864545,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-0.6655703435440895,-0.9657615470499652,-0.1416086669633142
8,-0.20282955486305512,0.4630214933216299,1.1335103794523438,1.1785819801401445,1.6657066564737384,0.5810819339560699,0.8965936640413786,0.03829065804581658,0.7705095890653434,2.508296173760959,2.5150325468366628,3.4340311147033304,-0.7818375336819162,-0.7557823318209387,0.027068093682661016
12,-0.40255894823212224,-0.28932845644864547,-0.20658116781919061,-0.36658235502686776,-0.29865690812626894,-0.3414030094040602,-0.429357710701388,-0.49355753717324197,-0.2430466488998063,-0.4034541227121742,-0.5036225614302442,-0.17427892004570156,-0.31676877313060947,0.08413452909516778,-0.10855234651896316
BARMM,-0.6814569932224991,-0.3363503283092877,-0.2863485218234486,-0.36658235502686776,-0.3184835150302688,-0.3544523377562528,-0.6629434105152955,-0.7003873908695425,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.7119750547845298,-1.8056784079660717,-0.17295753431916286
13,-0.6705046514628343,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.31763380330581165,-0.3542528938731407,-0.628321187944355,-0.7003873908695425,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.5957078646467031,-0.9657615470499652,0.022086198957128506
CARAGA,-0.0548261104201399,0.5100433651822721,5.600482203690791,-0.36658235502686776,2.39934775937003,0.6423254520631397,3.489777203290936,-0.6708402689129281,0.3270787349555904,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-0.7818375336819162,-1.1337449192331865,0.21634821149814262
13,-0.6826731856689555,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.31842686758197164,-0.3544523377562528,-0.6629251908484378,-0.7003873908695425,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.5957078646467031,-0.9657615470499652,0.131678578754468
CARAGA,-0.0889654255611589,-0.3833722001699299,-0.3023019926243002,-0.36658235502686776,-0.2976939015052175,-0.21640867865936825,-0.3404529341383239,-0.3753690493467845,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.3631734843710497,-1.5257061209940364,-0.1405639956164174
3,-0.24147388099944964,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3172939186160288,-0.3537827761486621,-0.47452141498218997,-0.34582192739017015,-0.43308844351827186,-0.4034541227121742,-0.5036225614302442,-0.41483292236230374,0.3808343676963506,0.014141457352158777,-0.14863142787677094
BARMM,-0.6811491681157097,-0.3833722001699299,-0.3661158758277066,-0.36658235502686776,-0.3108927569584517,-0.3529850006162137,-0.6629434105152955,-0.7003873908695425,-0.43308844351827186,-0.5567041383160233,-0.5036225614302442,-0.41483292236230374,-1.3631734843710497,0.7140721747822476,-0.17295753431916286
